filename,frequency,instrument_family,instrument_family_str,pitch,sample_rate
organ_electronic_001-071-050,493.8833012561241,6,organ,71,16000
guitar_acoustic_014-071-075,493.8833012561241,3,guitar,71,16000
string_acoustic_056-064-075,329.6275569128699,8,string,64,16000
organ_electronic_028-071-075,493.8833012561241,6,organ,71,16000
string_acoustic_056-069-127,440.0,8,string,69,16000
bass_synthetic_068-062-127,293.6647679174076,0,bass,62,16000
organ_electronic_057-071-025,493.8833012561241,6,organ,71,16000
bass_synthetic_033-060-127,261.6255653005986,0,bass,60,16000
bass_synthetic_009-069-025,440.0,0,bass,69,16000
vocal_synthetic_003-071-100,493.8833012561241,10,vocal,71,16000
keyboard_electronic_078-064-100,329.6275569128699,4,keyboard,64,16000
brass_acoustic_016-067-025,391.99543598174927,1,brass,67,16000
keyboard_synthetic_000-065-025,349.2282314330039,4,keyboard,65,16000
bass_synthetic_033-065-075,349.2282314330039,0,bass,65,16000
guitar_electronic_028-071-025,493.8833012561241,3,guitar,71,16000
keyboard_electronic_078-067-127,391.99543598174927,4,keyboard,67,16000
keyboard_electronic_098-072-127,523.2511306011972,4,keyboard,72,16000
mallet_acoustic_062-071-075,493.8833012561241,5,mallet,71,16000
keyboard_electronic_098-071-100,493.8833012561241,4,keyboard,71,16000
guitar_acoustic_021-060-025,261.6255653005986,3,guitar,60,16000
mallet_acoustic_056-060-100,261.6255653005986,5,mallet,60,16000
bass_synthetic_034-067-100,391.99543598174927,0,bass,67,16000
keyboard_synthetic_000-064-100,329.6275569128699,4,keyboard,64,16000
string_acoustic_056-060-025,261.6255653005986,8,string,60,16000
bass_synthetic_009-064-025,329.6275569128699,0,bass,64,16000
organ_electronic_028-069-127,440.0,6,organ,69,16000
brass_acoustic_015-067-050,391.99543598174927,1,brass,67,16000
keyboard_electronic_078-062-127,293.6647679174076,4,keyboard,62,16000
keyboard_electronic_002-069-100,440.0,4,keyboard,69,16000
vocal_synthetic_003-069-025,440.0,10,vocal,69,16000
guitar_acoustic_014-069-100,440.0,3,guitar,69,16000
guitar_electronic_028-065-075,349.2282314330039,3,guitar,65,16000
organ_electronic_001-062-075,293.6647679174076,6,organ,62,16000
bass_synthetic_098-065-100,349.2282314330039,0,bass,65,16000
string_acoustic_057-065-050,349.2282314330039,8,string,65,16000
reed_acoustic_023-072-075,523.2511306011972,7,reed,72,16000
guitar_acoustic_015-072-075,523.2511306011972,3,guitar,72,16000
guitar_electronic_028-069-127,440.0,3,guitar,69,16000
reed_acoustic_037-072-127,523.2511306011972,7,reed,72,16000
organ_electronic_001-065-127,349.2282314330039,6,organ,65,16000
organ_electronic_057-062-127,293.6647679174076,6,organ,62,16000
guitar_acoustic_010-064-075,329.6275569128699,3,guitar,64,16000
brass_acoustic_015-069-075,440.0,1,brass,69,16000
keyboard_electronic_069-069-127,440.0,4,keyboard,69,16000
guitar_electronic_022-067-075,391.99543598174927,3,guitar,67,16000
bass_synthetic_134-060-100,261.6255653005986,0,bass,60,16000
string_acoustic_056-062-100,293.6647679174076,8,string,62,16000
guitar_electronic_028-071-100,493.8833012561241,3,guitar,71,16000
keyboard_electronic_003-060-025,261.6255653005986,4,keyboard,60,16000
reed_acoustic_011-071-050,493.8833012561241,7,reed,71,16000
bass_synthetic_033-071-100,493.8833012561241,0,bass,71,16000
brass_acoustic_015-072-100,523.2511306011972,1,brass,72,16000
guitar_electronic_028-065-100,349.2282314330039,3,guitar,65,16000
mallet_acoustic_047-072-025,523.2511306011972,5,mallet,72,16000
bass_synthetic_135-060-100,261.6255653005986,0,bass,60,16000
organ_electronic_001-065-025,349.2282314330039,6,organ,65,16000
guitar_electronic_028-065-127,349.2282314330039,3,guitar,65,16000
keyboard_acoustic_004-067-025,391.99543598174927,4,keyboard,67,16000
organ_electronic_057-065-025,349.2282314330039,6,organ,65,16000
mallet_acoustic_062-065-050,349.2282314330039,5,mallet,65,16000
reed_acoustic_037-072-075,523.2511306011972,7,reed,72,16000
keyboard_electronic_078-060-050,261.6255653005986,4,keyboard,60,16000
reed_acoustic_018-069-100,440.0,7,reed,69,16000
mallet_acoustic_047-071-025,493.8833012561241,5,mallet,71,16000
mallet_acoustic_047-065-075,349.2282314330039,5,mallet,65,16000
keyboard_acoustic_004-064-025,329.6275569128699,4,keyboard,64,16000
guitar_acoustic_010-064-025,329.6275569128699,3,guitar,64,16000
flute_acoustic_002-072-075,523.2511306011972,2,flute,72,16000
guitar_electronic_028-062-050,293.6647679174076,3,guitar,62,16000
mallet_acoustic_047-072-100,523.2511306011972,5,mallet,72,16000
flute_synthetic_000-060-100,261.6255653005986,2,flute,60,16000
string_acoustic_014-062-025,293.6647679174076,8,string,62,16000
brass_acoustic_016-067-050,391.99543598174927,1,brass,67,16000
reed_acoustic_023-071-100,493.8833012561241,7,reed,71,16000
guitar_acoustic_021-071-075,493.8833012561241,3,guitar,71,16000
keyboard_electronic_069-062-127,293.6647679174076,4,keyboard,62,16000
brass_acoustic_046-065-075,349.2282314330039,1,brass,65,16000
keyboard_electronic_001-062-025,293.6647679174076,4,keyboard,62,16000
bass_synthetic_098-071-025,493.8833012561241,0,bass,71,16000
reed_acoustic_037-062-100,293.6647679174076,7,reed,62,16000
keyboard_electronic_069-071-100,493.8833012561241,4,keyboard,71,16000
vocal_acoustic_000-060-127,261.6255653005986,10,vocal,60,16000
organ_electronic_104-065-025,349.2282314330039,6,organ,65,16000
guitar_acoustic_021-060-075,261.6255653005986,3,guitar,60,16000
organ_electronic_104-064-050,329.6275569128699,6,organ,64,16000
keyboard_electronic_002-069-050,440.0,4,keyboard,69,16000
keyboard_electronic_003-064-100,329.6275569128699,4,keyboard,64,16000
keyboard_electronic_001-067-050,391.99543598174927,4,keyboard,67,16000
organ_electronic_104-065-075,349.2282314330039,6,organ,65,16000
brass_acoustic_046-062-100,293.6647679174076,1,brass,62,16000
keyboard_electronic_098-067-100,391.99543598174927,4,keyboard,67,16000
bass_synthetic_068-064-050,329.6275569128699,0,bass,64,16000
organ_electronic_057-069-050,440.0,6,organ,69,16000
string_acoustic_056-064-127,329.6275569128699,8,string,64,16000
guitar_acoustic_014-071-100,493.8833012561241,3,guitar,71,16000
guitar_acoustic_010-062-127,293.6647679174076,3,guitar,62,16000
keyboard_electronic_002-071-025,493.8833012561241,4,keyboard,71,16000
keyboard_synthetic_000-071-075,493.8833012561241,4,keyboard,71,16000
vocal_acoustic_000-065-075,349.2282314330039,10,vocal,65,16000
bass_electronic_027-060-025,261.6255653005986,0,bass,60,16000
bass_synthetic_135-067-075,391.99543598174927,0,bass,67,16000
brass_acoustic_006-067-075,391.99543598174927,1,brass,67,16000
organ_electronic_028-062-025,293.6647679174076,6,organ,62,16000
organ_electronic_113-064-100,329.6275569128699,6,organ,64,16000
flute_acoustic_002-071-100,493.8833012561241,2,flute,71,16000
reed_acoustic_023-060-100,261.6255653005986,7,reed,60,16000
organ_electronic_007-071-025,493.8833012561241,6,organ,71,16000
organ_electronic_001-072-050,523.2511306011972,6,organ,72,16000
keyboard_electronic_069-065-100,349.2282314330039,4,keyboard,65,16000
keyboard_electronic_098-072-100,523.2511306011972,4,keyboard,72,16000
guitar_acoustic_015-064-050,329.6275569128699,3,guitar,64,16000
keyboard_electronic_098-064-127,329.6275569128699,4,keyboard,64,16000
organ_electronic_113-072-050,523.2511306011972,6,organ,72,16000
mallet_acoustic_062-065-025,349.2282314330039,5,mallet,65,16000
brass_acoustic_015-065-075,349.2282314330039,1,brass,65,16000
guitar_acoustic_030-065-050,349.2282314330039,3,guitar,65,16000
reed_acoustic_037-064-127,329.6275569128699,7,reed,64,16000
vocal_acoustic_000-065-050,349.2282314330039,10,vocal,65,16000
flute_acoustic_002-067-100,391.99543598174927,2,flute,67,16000
bass_synthetic_068-064-100,329.6275569128699,0,bass,64,16000
guitar_acoustic_014-064-127,329.6275569128699,3,guitar,64,16000
vocal_acoustic_000-067-050,391.99543598174927,10,vocal,67,16000
brass_acoustic_016-071-100,493.8833012561241,1,brass,71,16000
brass_acoustic_016-064-025,329.6275569128699,1,brass,64,16000
bass_synthetic_098-065-025,349.2282314330039,0,bass,65,16000
brass_acoustic_015-071-075,493.8833012561241,1,brass,71,16000
keyboard_synthetic_000-069-050,440.0,4,keyboard,69,16000
keyboard_electronic_069-064-025,329.6275569128699,4,keyboard,64,16000
organ_electronic_104-067-127,391.99543598174927,6,organ,67,16000
guitar_acoustic_021-067-100,391.99543598174927,3,guitar,67,16000
string_acoustic_057-060-025,261.6255653005986,8,string,60,16000
bass_synthetic_009-062-050,293.6647679174076,0,bass,62,16000
guitar_electronic_022-062-127,293.6647679174076,3,guitar,62,16000
brass_acoustic_046-069-025,440.0,1,brass,69,16000
organ_electronic_007-060-050,261.6255653005986,6,organ,60,16000
guitar_electronic_022-071-025,493.8833012561241,3,guitar,71,16000
keyboard_electronic_078-071-025,493.8833012561241,4,keyboard,71,16000
reed_acoustic_018-071-025,493.8833012561241,7,reed,71,16000
string_acoustic_014-064-025,329.6275569128699,8,string,64,16000
string_acoustic_057-072-075,523.2511306011972,8,string,72,16000
keyboard_electronic_001-064-100,329.6275569128699,4,keyboard,64,16000
bass_electronic_027-060-075,261.6255653005986,0,bass,60,16000
keyboard_electronic_001-067-075,391.99543598174927,4,keyboard,67,16000
keyboard_electronic_002-071-050,493.8833012561241,4,keyboard,71,16000
brass_acoustic_016-069-127,440.0,1,brass,69,16000
bass_synthetic_135-069-050,440.0,0,bass,69,16000
brass_acoustic_046-060-050,261.6255653005986,1,brass,60,16000
guitar_acoustic_014-065-050,349.2282314330039,3,guitar,65,16000
brass_acoustic_006-060-025,261.6255653005986,1,brass,60,16000
organ_electronic_104-072-050,523.2511306011972,6,organ,72,16000
keyboard_synthetic_000-069-127,440.0,4,keyboard,69,16000
keyboard_electronic_069-071-025,493.8833012561241,4,keyboard,71,16000
keyboard_electronic_078-072-127,523.2511306011972,4,keyboard,72,16000
bass_synthetic_009-071-100,493.8833012561241,0,bass,71,16000
bass_synthetic_009-067-127,391.99543598174927,0,bass,67,16000
flute_synthetic_000-065-127,349.2282314330039,2,flute,65,16000
bass_synthetic_135-064-025,329.6275569128699,0,bass,64,16000
keyboard_electronic_002-069-127,440.0,4,keyboard,69,16000
bass_synthetic_098-069-127,440.0,0,bass,69,16000
bass_synthetic_033-060-100,261.6255653005986,0,bass,60,16000
reed_acoustic_011-067-025,391.99543598174927,7,reed,67,16000
vocal_synthetic_003-060-050,261.6255653005986,10,vocal,60,16000
organ_electronic_104-069-100,440.0,6,organ,69,16000
brass_acoustic_006-062-100,293.6647679174076,1,brass,62,16000
bass_synthetic_134-071-100,493.8833012561241,0,bass,71,16000
brass_acoustic_046-064-050,329.6275569128699,1,brass,64,16000
bass_synthetic_098-064-025,329.6275569128699,0,bass,64,16000
keyboard_electronic_098-069-025,440.0,4,keyboard,69,16000
brass_acoustic_015-067-127,391.99543598174927,1,brass,67,16000
mallet_acoustic_062-069-127,440.0,5,mallet,69,16000
flute_synthetic_000-064-050,329.6275569128699,2,flute,64,16000
organ_electronic_104-064-025,329.6275569128699,6,organ,64,16000
brass_acoustic_059-060-127,261.6255653005986,1,brass,60,16000
keyboard_electronic_078-065-050,349.2282314330039,4,keyboard,65,16000
guitar_electronic_022-064-100,329.6275569128699,3,guitar,64,16000
guitar_acoustic_015-064-025,329.6275569128699,3,guitar,64,16000
bass_synthetic_135-071-075,493.8833012561241,0,bass,71,16000
keyboard_electronic_069-062-050,293.6647679174076,4,keyboard,62,16000
reed_acoustic_023-069-050,440.0,7,reed,69,16000
reed_acoustic_037-065-025,349.2282314330039,7,reed,65,16000
organ_electronic_007-069-025,440.0,6,organ,69,16000
organ_electronic_007-060-100,261.6255653005986,6,organ,60,16000
keyboard_acoustic_004-065-050,349.2282314330039,4,keyboard,65,16000
flute_synthetic_000-062-127,293.6647679174076,2,flute,62,16000
organ_electronic_104-071-025,493.8833012561241,6,organ,71,16000
keyboard_electronic_001-069-025,440.0,4,keyboard,69,16000
bass_synthetic_098-065-127,349.2282314330039,0,bass,65,16000
guitar_acoustic_014-060-075,261.6255653005986,3,guitar,60,16000
guitar_acoustic_030-069-050,440.0,3,guitar,69,16000
keyboard_electronic_078-067-050,391.99543598174927,4,keyboard,67,16000
guitar_electronic_022-060-127,261.6255653005986,3,guitar,60,16000
bass_synthetic_033-060-050,261.6255653005986,0,bass,60,16000
keyboard_electronic_078-064-127,329.6275569128699,4,keyboard,64,16000
keyboard_acoustic_004-060-025,261.6255653005986,4,keyboard,60,16000
bass_synthetic_009-071-127,493.8833012561241,0,bass,71,16000
guitar_electronic_022-071-050,493.8833012561241,3,guitar,71,16000
organ_electronic_028-067-025,391.99543598174927,6,organ,67,16000
keyboard_synthetic_000-071-025,493.8833012561241,4,keyboard,71,16000
mallet_acoustic_062-072-025,523.2511306011972,5,mallet,72,16000
keyboard_electronic_001-072-075,523.2511306011972,4,keyboard,72,16000
organ_electronic_007-067-075,391.99543598174927,6,organ,67,16000
bass_electronic_025-060-075,261.6255653005986,0,bass,60,16000
reed_acoustic_023-072-025,523.2511306011972,7,reed,72,16000
keyboard_acoustic_004-069-075,440.0,4,keyboard,69,16000
flute_acoustic_002-069-075,440.0,2,flute,69,16000
bass_synthetic_009-071-050,493.8833012561241,0,bass,71,16000
vocal_synthetic_003-067-050,391.99543598174927,10,vocal,67,16000
bass_synthetic_098-072-100,523.2511306011972,0,bass,72,16000
keyboard_electronic_069-072-025,523.2511306011972,4,keyboard,72,16000
guitar_electronic_022-065-075,349.2282314330039,3,guitar,65,16000
guitar_acoustic_010-072-127,523.2511306011972,3,guitar,72,16000
reed_acoustic_023-065-075,349.2282314330039,7,reed,65,16000
keyboard_electronic_002-071-075,493.8833012561241,4,keyboard,71,16000
organ_electronic_057-069-100,440.0,6,organ,69,16000
reed_acoustic_037-062-050,293.6647679174076,7,reed,62,16000
bass_synthetic_068-064-075,329.6275569128699,0,bass,64,16000
guitar_acoustic_030-069-127,440.0,3,guitar,69,16000
organ_electronic_057-069-127,440.0,6,organ,69,16000
brass_acoustic_016-062-050,293.6647679174076,1,brass,62,16000
brass_acoustic_046-062-025,293.6647679174076,1,brass,62,16000
bass_electronic_027-062-127,293.6647679174076,0,bass,62,16000
bass_synthetic_135-064-075,329.6275569128699,0,bass,64,16000
bass_synthetic_098-067-025,391.99543598174927,0,bass,67,16000
reed_acoustic_023-060-025,261.6255653005986,7,reed,60,16000
string_acoustic_057-062-025,293.6647679174076,8,string,62,16000
brass_acoustic_016-065-025,349.2282314330039,1,brass,65,16000
reed_acoustic_037-071-050,493.8833012561241,7,reed,71,16000
bass_synthetic_135-064-127,329.6275569128699,0,bass,64,16000
guitar_acoustic_010-060-025,261.6255653005986,3,guitar,60,16000
flute_synthetic_000-067-075,391.99543598174927,2,flute,67,16000
organ_electronic_113-062-100,293.6647679174076,6,organ,62,16000
guitar_acoustic_014-060-100,261.6255653005986,3,guitar,60,16000
guitar_acoustic_015-065-050,349.2282314330039,3,guitar,65,16000
keyboard_electronic_002-064-100,329.6275569128699,4,keyboard,64,16000
brass_acoustic_006-069-050,440.0,1,brass,69,16000
string_acoustic_057-069-100,440.0,8,string,69,16000
keyboard_electronic_001-065-025,349.2282314330039,4,keyboard,65,16000
guitar_electronic_022-071-075,493.8833012561241,3,guitar,71,16000
guitar_electronic_022-060-050,261.6255653005986,3,guitar,60,16000
organ_electronic_028-072-050,523.2511306011972,6,organ,72,16000
guitar_acoustic_015-067-127,391.99543598174927,3,guitar,67,16000
mallet_acoustic_056-067-025,391.99543598174927,5,mallet,67,16000
organ_electronic_007-062-025,293.6647679174076,6,organ,62,16000
reed_acoustic_011-064-127,329.6275569128699,7,reed,64,16000
bass_synthetic_009-060-025,261.6255653005986,0,bass,60,16000
organ_electronic_113-071-075,493.8833012561241,6,organ,71,16000
brass_acoustic_006-071-127,493.8833012561241,1,brass,71,16000
keyboard_electronic_001-062-127,293.6647679174076,4,keyboard,62,16000
brass_acoustic_046-067-127,391.99543598174927,1,brass,67,16000
bass_synthetic_098-067-100,391.99543598174927,0,bass,67,16000
guitar_acoustic_010-071-127,493.8833012561241,3,guitar,71,16000
brass_acoustic_016-060-025,261.6255653005986,1,brass,60,16000
guitar_acoustic_014-064-050,329.6275569128699,3,guitar,64,16000
bass_synthetic_134-067-025,391.99543598174927,0,bass,67,16000
brass_acoustic_046-065-050,349.2282314330039,1,brass,65,16000
brass_acoustic_046-072-050,523.2511306011972,1,brass,72,16000
guitar_acoustic_010-069-050,440.0,3,guitar,69,16000
flute_synthetic_000-064-075,329.6275569128699,2,flute,64,16000
reed_acoustic_018-067-100,391.99543598174927,7,reed,67,16000
keyboard_electronic_001-064-127,329.6275569128699,4,keyboard,64,16000
organ_electronic_104-071-127,493.8833012561241,6,organ,71,16000
bass_synthetic_134-071-025,493.8833012561241,0,bass,71,16000
keyboard_synthetic_000-064-050,329.6275569128699,4,keyboard,64,16000
organ_electronic_113-069-127,440.0,6,organ,69,16000
mallet_acoustic_056-067-050,391.99543598174927,5,mallet,67,16000
mallet_acoustic_047-071-127,493.8833012561241,5,mallet,71,16000
string_acoustic_056-065-050,349.2282314330039,8,string,65,16000
brass_acoustic_015-064-127,329.6275569128699,1,brass,64,16000
bass_synthetic_098-072-050,523.2511306011972,0,bass,72,16000
mallet_acoustic_047-065-050,349.2282314330039,5,mallet,65,16000
string_acoustic_057-072-025,523.2511306011972,8,string,72,16000
bass_synthetic_098-060-100,261.6255653005986,0,bass,60,16000
organ_electronic_113-065-127,349.2282314330039,6,organ,65,16000
string_acoustic_014-060-127,261.6255653005986,8,string,60,16000
guitar_electronic_022-069-075,440.0,3,guitar,69,16000
keyboard_electronic_078-067-025,391.99543598174927,4,keyboard,67,16000
organ_electronic_007-067-025,391.99543598174927,6,organ,67,16000
keyboard_electronic_001-060-127,261.6255653005986,4,keyboard,60,16000
bass_synthetic_135-069-127,440.0,0,bass,69,16000
guitar_acoustic_010-062-075,293.6647679174076,3,guitar,62,16000
keyboard_electronic_098-071-050,493.8833012561241,4,keyboard,71,16000
bass_synthetic_033-067-100,391.99543598174927,0,bass,67,16000
bass_synthetic_033-062-075,293.6647679174076,0,bass,62,16000
guitar_acoustic_014-065-127,349.2282314330039,3,guitar,65,16000
guitar_acoustic_030-062-100,293.6647679174076,3,guitar,62,16000
keyboard_electronic_003-064-075,329.6275569128699,4,keyboard,64,16000
keyboard_electronic_002-065-100,349.2282314330039,4,keyboard,65,16000
string_acoustic_056-062-025,293.6647679174076,8,string,62,16000
brass_acoustic_006-071-100,493.8833012561241,1,brass,71,16000
keyboard_electronic_069-067-025,391.99543598174927,4,keyboard,67,16000
organ_electronic_028-067-127,391.99543598174927,6,organ,67,16000
bass_synthetic_098-071-127,493.8833012561241,0,bass,71,16000
bass_synthetic_033-071-127,493.8833012561241,0,bass,71,16000
guitar_acoustic_014-067-025,391.99543598174927,3,guitar,67,16000
brass_acoustic_015-060-075,261.6255653005986,1,brass,60,16000
vocal_acoustic_000-062-050,293.6647679174076,10,vocal,62,16000
keyboard_electronic_002-062-025,293.6647679174076,4,keyboard,62,16000
guitar_acoustic_021-065-025,349.2282314330039,3,guitar,65,16000
keyboard_electronic_069-060-050,261.6255653005986,4,keyboard,60,16000
string_acoustic_056-065-075,349.2282314330039,8,string,65,16000
mallet_acoustic_047-069-075,440.0,5,mallet,69,16000
flute_synthetic_000-067-050,391.99543598174927,2,flute,67,16000
brass_acoustic_015-067-075,391.99543598174927,1,brass,67,16000
vocal_synthetic_003-064-100,329.6275569128699,10,vocal,64,16000
bass_synthetic_134-069-050,440.0,0,bass,69,16000
flute_acoustic_002-069-127,440.0,2,flute,69,16000
bass_synthetic_135-072-075,523.2511306011972,0,bass,72,16000
bass_synthetic_068-067-100,391.99543598174927,0,bass,67,16000
guitar_electronic_022-065-050,349.2282314330039,3,guitar,65,16000
reed_acoustic_018-069-025,440.0,7,reed,69,16000
brass_acoustic_015-071-100,493.8833012561241,1,brass,71,16000
bass_synthetic_098-071-050,493.8833012561241,0,bass,71,16000
keyboard_electronic_002-064-127,329.6275569128699,4,keyboard,64,16000
bass_synthetic_134-071-075,493.8833012561241,0,bass,71,16000
guitar_acoustic_015-069-025,440.0,3,guitar,69,16000
bass_synthetic_033-065-127,349.2282314330039,0,bass,65,16000
brass_acoustic_046-062-075,293.6647679174076,1,brass,62,16000
guitar_electronic_022-072-050,523.2511306011972,3,guitar,72,16000
keyboard_electronic_002-065-127,349.2282314330039,4,keyboard,65,16000
keyboard_acoustic_004-064-075,329.6275569128699,4,keyboard,64,16000
keyboard_electronic_098-062-025,293.6647679174076,4,keyboard,62,16000
organ_electronic_113-071-100,493.8833012561241,6,organ,71,16000
brass_acoustic_059-064-075,329.6275569128699,1,brass,64,16000
brass_acoustic_016-071-025,493.8833012561241,1,brass,71,16000
bass_synthetic_009-060-075,261.6255653005986,0,bass,60,16000
organ_electronic_104-072-075,523.2511306011972,6,organ,72,16000
mallet_acoustic_056-067-100,391.99543598174927,5,mallet,67,16000
vocal_synthetic_003-069-100,440.0,10,vocal,69,16000
reed_acoustic_018-069-127,440.0,7,reed,69,16000
flute_acoustic_002-071-075,493.8833012561241,2,flute,71,16000
organ_electronic_113-071-127,493.8833012561241,6,organ,71,16000
flute_synthetic_000-071-100,493.8833012561241,2,flute,71,16000
bass_synthetic_033-060-075,261.6255653005986,0,bass,60,16000
bass_synthetic_033-069-075,440.0,0,bass,69,16000
brass_acoustic_015-060-100,261.6255653005986,1,brass,60,16000
keyboard_synthetic_000-064-075,329.6275569128699,4,keyboard,64,16000
keyboard_electronic_069-064-100,329.6275569128699,4,keyboard,64,16000
brass_acoustic_015-060-050,261.6255653005986,1,brass,60,16000
organ_electronic_113-060-050,261.6255653005986,6,organ,60,16000
guitar_acoustic_015-060-075,261.6255653005986,3,guitar,60,16000
organ_electronic_028-064-100,329.6275569128699,6,organ,64,16000
keyboard_electronic_069-062-025,293.6647679174076,4,keyboard,62,16000
keyboard_electronic_069-071-075,493.8833012561241,4,keyboard,71,16000
string_acoustic_056-069-100,440.0,8,string,69,16000
mallet_acoustic_056-071-050,493.8833012561241,5,mallet,71,16000
organ_electronic_057-072-025,523.2511306011972,6,organ,72,16000
guitar_electronic_028-072-100,523.2511306011972,3,guitar,72,16000
keyboard_electronic_001-071-075,493.8833012561241,4,keyboard,71,16000
bass_synthetic_134-064-127,329.6275569128699,0,bass,64,16000
bass_electronic_027-060-100,261.6255653005986,0,bass,60,16000
brass_acoustic_046-071-075,493.8833012561241,1,brass,71,16000
vocal_synthetic_003-064-075,329.6275569128699,10,vocal,64,16000
flute_acoustic_002-072-100,523.2511306011972,2,flute,72,16000
brass_acoustic_016-071-075,493.8833012561241,1,brass,71,16000
bass_synthetic_009-072-025,523.2511306011972,0,bass,72,16000
keyboard_electronic_069-065-025,349.2282314330039,4,keyboard,65,16000
mallet_acoustic_062-060-075,261.6255653005986,5,mallet,60,16000
brass_acoustic_016-067-075,391.99543598174927,1,brass,67,16000
keyboard_electronic_002-072-025,523.2511306011972,4,keyboard,72,16000
bass_synthetic_098-064-075,329.6275569128699,0,bass,64,16000
brass_acoustic_016-062-075,293.6647679174076,1,brass,62,16000
mallet_acoustic_056-069-100,440.0,5,mallet,69,16000
reed_acoustic_018-060-050,261.6255653005986,7,reed,60,16000
keyboard_acoustic_004-072-100,523.2511306011972,4,keyboard,72,16000
bass_synthetic_009-060-127,261.6255653005986,0,bass,60,16000
brass_acoustic_015-072-127,523.2511306011972,1,brass,72,16000
keyboard_electronic_069-072-050,523.2511306011972,4,keyboard,72,16000
brass_acoustic_015-069-127,440.0,1,brass,69,16000
bass_synthetic_068-072-075,523.2511306011972,0,bass,72,16000
bass_electronic_025-060-100,261.6255653005986,0,bass,60,16000
keyboard_electronic_069-069-050,440.0,4,keyboard,69,16000
organ_electronic_104-072-100,523.2511306011972,6,organ,72,16000
organ_electronic_104-067-050,391.99543598174927,6,organ,67,16000
keyboard_electronic_069-060-127,261.6255653005986,4,keyboard,60,16000
keyboard_synthetic_000-060-075,261.6255653005986,4,keyboard,60,16000
guitar_acoustic_021-069-100,440.0,3,guitar,69,16000
bass_synthetic_135-072-127,523.2511306011972,0,bass,72,16000
keyboard_synthetic_000-060-100,261.6255653005986,4,keyboard,60,16000
keyboard_synthetic_000-067-100,391.99543598174927,4,keyboard,67,16000
flute_synthetic_000-064-025,329.6275569128699,2,flute,64,16000
mallet_acoustic_062-065-075,349.2282314330039,5,mallet,65,16000
organ_electronic_001-064-075,329.6275569128699,6,organ,64,16000
guitar_electronic_022-062-050,293.6647679174076,3,guitar,62,16000
vocal_synthetic_003-065-025,349.2282314330039,10,vocal,65,16000
vocal_synthetic_003-069-127,440.0,10,vocal,69,16000
bass_synthetic_009-067-050,391.99543598174927,0,bass,67,16000
bass_electronic_018-060-025,261.6255653005986,0,bass,60,16000
keyboard_acoustic_004-064-100,329.6275569128699,4,keyboard,64,16000
keyboard_electronic_069-072-127,523.2511306011972,4,keyboard,72,16000
keyboard_electronic_003-064-025,329.6275569128699,4,keyboard,64,16000
bass_synthetic_134-065-075,349.2282314330039,0,bass,65,16000
bass_synthetic_009-065-025,349.2282314330039,0,bass,65,16000
keyboard_electronic_069-064-075,329.6275569128699,4,keyboard,64,16000
guitar_electronic_022-072-075,523.2511306011972,3,guitar,72,16000
mallet_acoustic_047-067-075,391.99543598174927,5,mallet,67,16000
string_acoustic_056-072-075,523.2511306011972,8,string,72,16000
organ_electronic_104-062-100,293.6647679174076,6,organ,62,16000
brass_acoustic_015-071-025,493.8833012561241,1,brass,71,16000
brass_acoustic_006-067-127,391.99543598174927,1,brass,67,16000
reed_acoustic_018-071-075,493.8833012561241,7,reed,71,16000
guitar_acoustic_030-064-127,329.6275569128699,3,guitar,64,16000
reed_acoustic_023-065-127,349.2282314330039,7,reed,65,16000
keyboard_electronic_098-064-100,329.6275569128699,4,keyboard,64,16000
guitar_acoustic_010-072-100,523.2511306011972,3,guitar,72,16000
brass_acoustic_015-062-075,293.6647679174076,1,brass,62,16000
reed_acoustic_023-062-127,293.6647679174076,7,reed,62,16000
organ_electronic_113-067-127,391.99543598174927,6,organ,67,16000
string_acoustic_057-069-127,440.0,8,string,69,16000
reed_acoustic_018-062-075,293.6647679174076,7,reed,62,16000
keyboard_electronic_069-062-100,293.6647679174076,4,keyboard,62,16000
bass_synthetic_098-062-050,293.6647679174076,0,bass,62,16000
keyboard_electronic_069-071-127,493.8833012561241,4,keyboard,71,16000
organ_electronic_057-062-050,293.6647679174076,6,organ,62,16000
vocal_synthetic_003-072-127,523.2511306011972,10,vocal,72,16000
keyboard_electronic_002-067-100,391.99543598174927,4,keyboard,67,16000
brass_acoustic_006-069-100,440.0,1,brass,69,16000
bass_synthetic_033-067-025,391.99543598174927,0,bass,67,16000
keyboard_electronic_002-072-127,523.2511306011972,4,keyboard,72,16000
